Created Date,Created Time,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Borough
11/15/16,9:16,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10038,80 NASSAU STREET,NASSAU STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/15/16,20:32,Noise - Residential,Banging/Pounding,Residential Building/House,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
11/15/16,21:37,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,44 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/15/16,22:09,Noise - Residential,Loud Music/Party,Residential Building/House,10013,40 HARRISON STREET,HARRISON STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,3:09,Noise - Park,Loud Talking,Park/Playground,10038,1 POLICE PLAZA,POLICE PLAZA,MADISON STREET,PARK ROW,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,4:28,Noise - Vehicle,Engine Idling,Street/Sidewalk,10005,100 WALL STREET,WALL STREET,WATER STREET,FRONT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,9:32,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,271 CHURCH STREET,CHURCH STREET,AVENUE OF THE AMERICAS,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,10:14,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,123 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,11:31,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,18:42,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/16/16,20:48,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,23 PARK PLACE,PARK PLACE,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/16/16,23:58,Noise - Commercial,Banging/Pounding,Store/Commercial,10004,BATTERY PLACE,BATTERY PLACE,,,,,LATLONG,NEW YORK,,MANHATTAN
11/17/16,1:01,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,,,,,GREENWICH STREET,MURRAY STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/17/16,8:30,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,271 CHURCH STREET,CHURCH STREET,AVENUE OF THE AMERICAS,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/17/16,13:32,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,139 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/17/16,16:24,Noise - Park,Loud Talking,Park/Playground,10004,2 BROADWAY,BROADWAY,STONE STREET,BEAVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/17/16,16:39,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10004,,,,,BROADWAY,BEAVER STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/17/16,18:58,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/17/16,21:37,Noise - Residential,Banging/Pounding,Residential Building/House,10005,70 PINE STREET,PINE STREET,WILLIAM STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/17/16,23:02,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,PEARL STREET,PEARL STREET,,,,,LATLONG,NEW YORK,,MANHATTAN
11/18/16,8:22,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,2 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/18/16,9:34,Noise - Residential,Banging/Pounding,Residential Building/House,10006,21 WEST STREET,WEST STREET,BATTERY PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/18/16,11:10,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/18/16,23:07,Noise - Residential,Banging/Pounding,Residential Building/House,10005,67 WALL STREET,WALL STREET,HANOVER STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/18/16,23:38,Noise - Residential,Loud Music/Party,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,0:18,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,,,,,STONE STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/19/16,3:59,Noise - Residential,Loud Music/Party,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,4:21,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,127 BARCLAY STREET,BARCLAY STREET,WASHINGTON STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,10:42,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,13:36,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,20:27,Noise - Commercial,Banging/Pounding,Store/Commercial,10280,225 LIBERTY STREET,LIBERTY STREET,BEND,SOUTH END AVENUE,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,20:49,Noise - Residential,Banging/Pounding,Residential Building/House,10280,2ND PL,2ND PL,,,,,LATLONG,NEW YORK,,MANHATTAN
11/19/16,21:15,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/19/16,22:56,Noise - Commercial,Loud Music/Party,Store/Commercial,10006,,,,,WASHINGTON STREET,ALBANY STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/20/16,0:24,Noise - Residential,Loud Music/Party,Residential Building/House,10013,376 BROADWAY,BROADWAY,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/20/16,8:50,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10038,60 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
11/21/16,10:16,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,123 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/21/16,13:56,Noise - Commercial,Loud Talking,Store/Commercial,10005,14 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/21/16,20:59,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,90 LAFAYETTE STREET,LAFAYETTE STREET,WHITE STREET,WALKER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/21/16,21:08,Noise - Commercial,Car/Truck Horn,Store/Commercial,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/22/16,0:06,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,EXCHANGE PLACE,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,0:23,Noise - Residential,Loud Music/Party,Residential Building/House,10007,156 CHAMBERS STREET,CHAMBERS STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/22/16,12:42,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,139 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/22/16,18:29,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,18:59,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,19:51,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,20:11,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,20:34,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,20:50,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,21:37,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,22:07,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,120 GREENWICH STREET,GREENWICH STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/22/16,22:11,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/22/16,22:22,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,8:02,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,271 CHURCH STREET,CHURCH STREET,AVENUE OF THE AMERICAS,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/23/16,14:02,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,14:37,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,26 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/23/16,14:40,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:05,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:21,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/23/16,15:31,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:31,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:32,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:33,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:35,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:36,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:37,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:41,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:41,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:44,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:45,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:54,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,15:55,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/23/16,22:45,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,14 HARRISON STREET,HARRISON STREET,STAPLE STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/24/16,0:15,Noise - Residential,Loud Talking,Residential Building/House,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
11/24/16,0:42,Noise - Residential,Loud Music/Party,Residential Building/House,10005,75 WALL STREET,WALL STREET,PEARL STREET,WATER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/24/16,12:35,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,WATTS STREET,CANAL STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/25/16,11:39,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/25/16,12:44,Noise - Vehicle,Engine Idling,Street/Sidewalk,10280,2 SOUTH END AVENUE,SOUTH END AVENUE,DEAD END,WEST THAMES STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/25/16,14:38,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,15 BROAD STREET,BROAD STREET,NASSAU STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
11/26/16,4:42,Noise - Vehicle,Engine Idling,Street/Sidewalk,10280,225 LIBERTY STREET,LIBERTY STREET,BEND,SOUTH END AVENUE,,,ADDRESS,NEW YORK,,MANHATTAN
11/26/16,11:13,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,130 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/26/16,15:32,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,53 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/26/16,17:45,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,53 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/27/16,0:38,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,77 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
11/27/16,4:04,Noise - Residential,Loud Talking,Residential Building/House,10038,77 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
11/27/16,11:29,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/27/16,11:30,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,14 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/27/16,15:14,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,16:00,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,16:45,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,17:05,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,17:52,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,17:54,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,17:55,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,17:57,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,18:02,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,18:03,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/27/16,18:34,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
11/28/16,14:51,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,26 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/28/16,18:30,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,23 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/28/16,23:05,Noise - Commercial,Car/Truck Horn,Store/Commercial,10006,71 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/28/16,23:15,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,94 CHAMBERS STREET,CHAMBERS STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/29/16,0:03,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,116 JOHN STREET,JOHN STREET,CLIFF STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/29/16,3:36,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,182 BROADWAY,BROADWAY,CORTLANDT STREET,JOHN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
11/29/16,7:46,Noise - Residential,Banging/Pounding,Residential Building/House,10013,,,,,VESTRY STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/29/16,16:39,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/29/16,17:35,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUBERT STREET,HUDSON STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/29/16,18:28,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/29/16,18:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/29/16,18:39,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/30/16,16:22,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/30/16,17:21,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/30/16,18:56,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/30/16,19:07,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
11/30/16,19:11,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,129 FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,10:15,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,69 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,13:25,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,139 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,16:25,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10004,,,,,WATER STREET,STATE STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/1/16,21:08,Noise - Residential,Banging/Pounding,Residential Building/House,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,21:15,Noise - Commercial,Banging/Pounding,Store/Commercial,10006,114 GREENWICH STREET,GREENWICH STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,21:38,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,60 LISPENARD STREET,LISPENARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/1/16,22:45,Noise - Residential,Loud Music/Party,Residential Building/House,10005,45 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,1:01,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,195 HUDSON STREET,HUDSON STREET,VESTRY STREET,DESBROSSES STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,7:43,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10038,215 PEARL STREET,PEARL STREET,FLETCHER STREET,PLATT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,10:35,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10278,26 FEDERAL PLAZA,FEDERAL PLAZA,THOMAS STREET,WORTH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,11:17,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,201 BROADWAY,BROADWAY,DEY STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,11:57,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,,,,,FULTON STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/2/16,12:08,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,80 CHAMBERS STREET,CHAMBERS STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,12:58,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10005,,,,,WALL STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/2/16,21:38,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,120 GREENWICH STREET,GREENWICH STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,21:46,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,30 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/2/16,23:35,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,0:11,Noise - Residential,Loud Music/Party,Residential Building/House,10005,45 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,1:34,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,77 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,9:07,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,168 SOUTH STREET,SOUTH STREET,FDR DRIVE EXIT 2 NORTHBOUND,FDR DRIVE NB EN BROOKLYN BRDG,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,9:16,Noise - Park,Loud Music/Party,Park/Playground,10038,168 SOUTH STREET,SOUTH STREET,FDR DRIVE EXIT 2 NORTHBOUND,FDR DRIVE NB EN BROOKLYN BRDG,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,11:27,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,12:08,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,18:27,Noise - Residential,Banging/Pounding,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,20:25,Noise - Residential,Loud Music/Party,Residential Building/House,10013,376 BROADWAY,BROADWAY,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,22:09,Noise - Residential,Loud Talking,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/3/16,23:44,Noise - Residential,Loud Music/Party,Residential Building/House,10038,12 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
